data;descricaoFuncionarioCargo;descricaoFuncionarioEscalaTrabalho;descricaoFuncionarioSindicato;descricaoPostoTrabalho;matricula
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-16:00:00;ANVISA REC;ANVISA REC - SUPERVISOR;1991
01/02/2026;ATENDENTE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;ANVISA REC;ANVISA REC - ATENDENTE;1999
01/02/2026;ATENDENTE;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;ANVISA REC;ANVISA REC - ATENDENTE;3440
01/02/2026;ATENDENTE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;ANVISA REC;ANVISA REC - ATENDENTE;1992
01/02/2026;ATENDENTE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;ANVISA REC;ANVISA REC - ATENDENTE;2295
01/02/2026;ATENDENTE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;ANVISA REC;ANVISA REC - ATENDENTE;2493
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3648
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;2356
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;2337
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3536
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;2328
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3332
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;2325
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;2298
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3533
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3333
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - DIGITALIZADOR;3334
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - SUPERVISOR INTERPRETE;3426
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - SUPERVISOR INTERPRETE;2403
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - SUPERVISOR INTERPRETE;2311
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - SUPERVISOR INTERPRETE;2319
01/02/2026;CONTROLE DE QUALIDADE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CONTROLE DE QUALIDADE;2316
01/02/2026;CONTROLE DE QUALIDADE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CONTROLE DE QUALIDADE;2342
01/02/2026;CONTROLE DE QUALIDADE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CONTROLE DE QUALIDADE;2321
01/02/2026;CONTROLE DE QUALIDADE;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CONTROLE DE QUALIDADE;2347
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2335
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2345
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2333
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2306
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2348
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2313
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2307
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2338
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;3558
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;1823
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2300
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - PREPARADOR;2349
01/02/2026;COORDENADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - COORDENADOR;3498
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - ARQUIVISTA;2310
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - ARQUIVISTA;2910
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - ARQUIVISTA;3127
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - ARQUIVISTA;3104
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;3690
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2301
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2549
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2845
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2314
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;3551
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2334
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2320
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;3562
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2305
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2558
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2317
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2312
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2354
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2351
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2146
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2853
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2350
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CAESB (GDOC);CAESB GDOC - CLASSIFICADOR;2844
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - PREPARADOR;3701
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - PREPARADOR;3704
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - PREPARADOR;3706
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - DIGITALIZADOR;3702
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - DIGITALIZADOR;3703
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - SUPERVISOR;3751
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - ARQUIVISTA;3711
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;CEB - CLASSIFICADOR;3744
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - PREPARADOR;2909
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - PREPARADOR;2512
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - PREPARADOR;3005
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - PREPARADOR;3166
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - PREPARADOR;2514
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - PREPARADOR;2517
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - PREPARADOR;2539
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - SUPERVISOR INTERPRETE;2544
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - SUPERVISOR INTERPRETE;3028
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - ARQUIVISTA;3045
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - ARQUIVISTA;2505
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - INDEXADOR;2792
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - INDEXADOR;2537
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - INDEXADOR;2542
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - INDEXADOR;2972
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - CLASSIFICADOR;2524
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - CLASSIFICADOR;2973
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - CLASSIFICADOR;2507
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - CLASSIFICADOR;2518
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - CLASSIFICADOR;3471
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - CLASSIFICADOR;2970
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2516
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - DIGITALIZADOR;3181
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2543
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2522
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - DIGITALIZADOR;3185
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2581
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2532
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2520
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2533
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2531
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;3220
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2504
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2515
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2535
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;CREA MG;CREA - MG - DIGITALIZADOR;3472
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;CREA MG;CREA - MG - DIGITALIZADOR;2519
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - DIGITALIZADOR;3753
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - DIGITALIZADOR;3748
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - SUPERVISOR INTERPRETE;3754
01/02/2026;ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - ARQUIVISTA;3749
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - CLASSIFICADOR;3747
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 08:00:00-14:00:00;DNIT - AM;DNIT - AM - CLASSIFICADOR;3750
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;1171
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;1152
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;1151
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2143
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2463
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2464
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2466
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;3305
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2467
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2945
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2943
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;3430
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2963
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2473
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2956
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;3317
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - DIGITALIZADOR;2768
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - SUPERVISOR;1154
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - SUPERVISOR;3537
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;2578
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;1805
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;1822
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;3268
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;1804
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;1174
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;DNIT - DF;DNIT - BSB - PREPARADOR;2966
